date,Month,Year,type,registration,operator,Fatalities,location,cat,Country,Manufacturer,Military / Commercial
3/13/1975,3,1975,Cessna 500 Citation I,PT-JXS,private,3,near Acará,A1,Brazil,Cessna ,C
3/13/1975,3,1975,Boeing S.307B-1 Stratoliner,XW-TFP,Royal Air Lao,0,,A1,Laos,Boeing ,C
3/13/1975,3,1975,Rockwell 1121 Jet Commander,N711JT,Jet Travel,0,"Tullahoma, TN",A1,USA,Rockwell ,C
3/14/1975,3,1975,Douglas C-47 (DC-3),ET-ABR,Ethiopian Airlines,1,Lalibela Air...,A1,Ethiopia,Douglas ,C
3/16/1975,3,1975,Antonov An-2,LZ-...,Unknown,1,within Bulgaria,A1,Bulgaria,Antonov ,C
3/16/1975,3,1975,Fokker F-27 Friendship 400M,TC-72,LADE,52,near San Carlos d...,A1,Argentina,Fokker ,C
3/18/1975,3,1975,DHC-6 Twin Otter 100,ST-ADB,Sudan Airways,5,Dinder Natio...,A1,Sudan,De Havilland Canada,C
3/21/1975,3,1975,Lockheed C-141A-20-LM Starlifter,64-0641,USAF,16,"near Seattle, WA",A1,USA,Lockheed ,M
3/26/1975,3,1975,Convair CV-440-86,CP-1078,Servicio Aéreo San Francisco,0,Cerdas,A1,Bolivia,Convair ,C
3/26/1975,3,1975,Douglas C-47A (DC-3),B-1553,China Airlines,0,Kompong Som ...,A1,Cambodia,Douglas ,C
3/27/1975,3,1975,Douglas C-48A (DC-3C ),N6,FAA,0,Dubois-Jeffe...,A1,USA,Douglas ,C
3/27/1975,3,1975,Curtiss C-46A,N4860V,Fairbanks Air Service,0,Prudhoe Bay/...,A1,USA,Curtiss ,C
3/27/1975,3,1975,BN-2A-3 Islander,9J-ACF,Zambian Flying Doctor Service,0,Kalengwa,A1,Zambia,Britten-Norman,C
3/29/1975,3,1975,Fairchild F-27,RP-C874,Air Manila Int.,0,Baguio-Loaka...,A1,Philippines,Fairchild ,C
3/31/1975,3,1975,Boeing 737-247,N4527W,Western Air Lines,0,Casper Airpo...,A1,USA,Boeing ,C
3/31/1975,3,1975,Lockheed 18 Lodestar,N35L,Hartzog Aviation,2,Veracruz-Las...,A1,Mexico,Lockheed ,C
??-MAR-1975,3,1975,Vickers 806 Viscount,XW-TDN,Royal Air Lao,4,Phnom Penh-P...,A1,Cambodia,Vickers ,C
4/1/1975,4,1975,Howard 350,N730EG,Dallas Chapter,2,"Culiacán, Si...",A1,Mexico,Howard ,C
4/4/1975,4,1975,Lockheed C-5A Galaxy,68-0218,USAF,138,near Saigon-Tan S...,A1,Vietnam,Lockheed ,M
4/6/1975,4,1975,Lockheed C-130A Hercules,55-0002,Vietnam Air Force - VNAF,0,Bien Hoa,A1,Vietnam,Lockheed ,M
4/9/1975,4,1975,Fokker F-28 Fellowship 1000,I-TIDA,Itavia,0,Bergamo-Orio...,A1,Italy,Fokker ,C
4/9/1975,4,1975,Boeing 747SR-46,,JAL,0,Tokyo,H2,Japan,Boeing ,C
4/10/1975,4,1975,Douglas C-54A (DC-4),XW-PKH,Royal Air Lao,0,Phnom Penh-P...,O1,Cambodia,Douglas ,C
4/11/1975,4,1975,Douglas DC-3,XW-PKT ?,Sorya Airlines,3,near Phnom Penh-P...,C1,Cambodia,Douglas ,C
4/14/1975,4,1975,Swearingen SA226-AT Merlin IV,N960M,Magnavox Corporation,2,near Southern Pin...,A1,USA,Swearingen ,C
4/14/1975,4,1975,Antonov An-24,35,Bulgarian AF,0,near Sofia,A1,Bulgaria,Antonov ,M
4/15/1975,4,1975,Antonov An-2TP,CCCP-70177,"Aeroflot, Kazakstan",0,Omsk Airport...,A1,Russia,Antonov ,C
4/18/1975,4,1975,Antonov An-2R,SP-WNG,ZUA,0,Minieta Szla...,A1,Poland,Antonov ,C
4/18/1975,4,1975,BN-2A-7 Islander,CF-ZWF,"Mackenzie Air, op.for Air Exec Services",0,Fort Simpson...,A1,Canada,Britten-Norman,C
4/19/1975,4,1975,Douglas C-47A (DC-3),EL-AAB,Air Liberia,0,Monrovia-Rob...,A1,Liberia,Douglas ,C
4/24/1975,4,1975,Curtiss C-46D,CP-1063,SAVCO,3,Cerro Sayari,A1,Bolivia,Curtiss ,C
4/24/1975,4,1975,BN-2A Islander,N591JA,Munz Northern Airlines,0,Tin City Air...,A1,USA,Britten-Norman,C
4/25/1975,4,1975,Boeing 727,,United Airlines,0,"Atlanta, GA",H2,USA,Boeing ,C
4/25/1975,4,1975,Antonov An-24RV,CCCP-46476,"Aeroflot, Ukraine",0,near Poltava Airp...,A1,Ukraine,Antonov ,C
4/26/1975,4,1975,Beech A100 King Air,N700SP,"Stribling-Puckett, Inc",6,near Hilton Head ...,A1,USA,Beech ,C
4/27/1975,4,1975,HAL-748,H-1520,Indian AF,0,Yallahanpur,A1,India,Hindustan Aeronautics,M
4/28/1975,4,1975,Lockheed C-130E Hercules,72-1297,USAF,0,Saigon-Tan S...,O1,Vietnam,Lockheed ,M
4/29/1975,4,1975,Douglas VC-47A (DC-3),84,Air America,0,U-Tapao Airp...,A1,Thailand,Douglas ,C
4/29/1975,4,1975,Fairchild C-119 Flying Boxcar,52-5889,Vietnam Air Force - VNAF,0,Than Son Nhut,C1,Vietnam,Fairchild ,M
4/30/1975,4,1975,Lockheed L-188AF Electra,N283F,Zantop,0,Prudhoe Bay/...,A1,USA,Lockheed ,C
4/30/1975,4,1975,Antonov An-2SX,CCCP-06444,"Aeroflot, Central Region",0,near Tambov,A1,Russia,Antonov ,C
??-APR-1975,4,1975,Lockheed C-130A Hercules,55-0045,USAF,0,,U1,Vietnam,Lockheed ,M
??-APR-1975,4,1975,Lockheed C-130A Hercules,56-0542,Vietnam Air Force - VNAF,0,,U1,Vietnam,Lockheed ,M
??-APR-1975,4,1975,Lockheed C-130A Hercules,57-0465,Vietnam Air Force - VNAF,0,,U1,Vietnam,Lockheed ,M
??-APR-1975,4,1975,Douglas DC-3C,N88750,Cambodian Air Service,0,Phnom Penh-P...,U1,Cambodia,Douglas ,C
??-APR-1975,4,1975,Lockheed C-130A Hercules,55-0006,Vietnam Air Force - VNAF,0,,U1,Vietnam,Lockheed ,M
??-APR-1975,4,1975,Lockheed C-130A Hercules,56-0489,Vietnam Air Force - VNAF,0,,U1,Vietnam,Lockheed ,M
??-APR-1975,4,1975,Lockheed C-130A Hercules,56-0505,Vietnam Air Force - VNAF,0,,U1,Vietnam,Lockheed ,M
5/3/1975,5,1975,Douglas C-47 (DC-3),FAC-663,SATENA,4,near Sardinata,A1,Colombia,Douglas ,C
5/10/1975,5,1975,Bristol 170 Freighter 21E,VH-SJQ,Air Express,2,near Cape Paterso...,A1,Australia,Bristol ,C
5/10/1975,5,1975,Hawker Siddeley HS-748,RP-C1029,Philippine Air Lines,0,Manila Inter...,A1,Philippines,Hawker ,C
5/11/1975,5,1975,Lockheed L-1049H-01-06-162 Super Co,N45516,Aircraft Specialties,6,"near Mesa, AZ",A1,USA,Lockheed ,M
5/11/1975,5,1975,Vickers 769D Viscount,CX-AQO,PLUNA,0,Buenos Aires...,A1,Argentina,Vickers ,C
5/14/1975,5,1975,T-39A Sabreliner,61-0646,USAF,3,King and Que...,A1,USA,Sabreliner,M
5/15/1975,5,1975,Boeing 737-200,,United Airlines,0,San Francisc...,H2,USA,Boeing ,C
5/16/1975,5,1975,Boeing 747-136,G-AWNB,British Airways,0,near Glasgow-Pres...,A2,U.K.,Boeing ,C
5/17/1975,5,1975,Douglas C-47B (DC-3),PP-CDD,Motortec,0,Rio de Janei...,O1,Brazil,Douglas ,C
5/18/1975,5,1975,Antonov An-2R,CCCP-70426,"Aeroflot, Far East",0,near Birobidzhan,A1,Russia,Antonov ,C
5/19/1975,5,1975,Douglas C-47 (DC-3),BJ975,Indian AF,0,,U1,India,Douglas ,M
5/19/1975,5,1975,Antonov An-2T,CCCP-07960,"Aeroflot, Georgia",0,Mestia,A1,Georgia,Antonov ,C
5/20/1975,5,1975,Antonov An-2,CCCP-43908,"Aeroflot, Yakutsk",0,,A1,Russia,Antonov ,C
5/21/1975,5,1975,DHC-3 Otter,N90574,Woods Air Service,1,Anchorage-La...,A2,USA,De Havilland Canada,C
5/28/1975,5,1975,NAMC YS-11-125,JA8680,TOA Domestic,0,Osaka-Itami ...,A1,Japan,NAMC ,C
5/29/1975,5,1975,Lockheed 18 Learstar I,N75G,Colonial Bank,2,"near Rockwood, TN",A1,USA,Lockheed ,C
6/3/1975,6,1975,BAC One-Eleven 524FF,RP-C1184,Philippine Air Lines,1,near Manila,C2,Philippines,BAC ,C
6/3/1975,6,1975,Lockheed L-1049H Super Constellatio,N6931C,Sky Truck Int.,0,Guadeloupe,A1,Guadeloupe,Lockheed ,C
6/6/1975,6,1975,Curtiss C-46F,CP-941,TAI,0,San Borja Ai...,A1,Bolivia,Curtiss ,C
6/9/1975,6,1975,Curtiss C-46A,CP-855,Frigorifico Santa Rita,0,Riberalta,A1,Bolivia,Curtiss ,C
6/12/1975,6,1975,Boeing 747-128,N28888,Air France,0,Bombay-Santa...,A1,India,Boeing ,C
6/14/1975,6,1975,Rockwell Sabreliner 75A,N67KM,Kerr-McGee Corp,0,near Watertown Ai...,A1,USA,Rockwell ,C
6/17/1975,6,1975,Hawker Siddeley HS-748,PP-VDN,Varig,4,Pedro Afonso...,A1,Brazil,Hawker ,C
6/17/1975,6,1975,SE-210 Caravelle VI-N,VT-DVJ,Indian Airlines,0,Bombay-Santa...,A1,India,Sud Aviation,C
6/19/1975,6,1975,Antonov An-2T,CCCP-41932,"Aeroflot, Magadan",0,near Markovo,A1,Russia,Antonov ,C
6/20/1975,6,1975,Lockheed P2V-7 Neptune,4664,Japanese Navy,0,unknown,U1,Unknown country,Lockheed ,M
6/22/1975,6,1975,Handley Page HPR-7 Herald 101,HK-715,La Urraca,0,La Libertad,A1,Colombia,Handley ,C
6/24/1975,6,1975,Boeing 727-225,N8845E,Eastern Air Lines,113,New York-Joh...,A1,USA,Boeing ,C
6/26/1975,6,1975,Douglas C-47D,14+07,German AF,3,Kaufering,A1,Germany,Douglas ,M
6/27/1975,6,1975,BN-2 Islander,D-IJAN,Kurfiss Aviation,0,Emden Airpor...,A1,Germany,Britten-Norman,C
6/28/1975,6,1975,Antonov An-24,,Balkan Bulgarian,0,Thessaloniki...,H2,Greece,Antonov ,C
6/28/1975,6,1975,Antonov An-2T,CCCP-02132,"Aeroflot, Kyrgyzstan",0,near Karaganda,A1,Russia,Antonov ,C
6/30/1975,6,1975,Douglas DC-4,HK-1309,El Venado,3,near Saravena,A1,Colombia,Douglas ,C
??-JUN-1975,6,1975,BN-2A Islander,CF-RDI,Wilderness Airline,0,Williams Lak...,U1,Canada,Britten-Norman,C
??-JUN-1975,6,1975,Grumman G-73 Mallard,TR-LSW,Gabon Government,0,Atlantic Oce...,O1,Gabon,Grumman ,C
7/2/1975,7,1975,Beech 99,F-BTQE,TAT,8,Nantes Châte...,A1,France,Beech ,C
7/3/1975,7,1975,Learjet 25,N428JX,Unknown,0,Richmond Mun...,A1,USA,Learjet ,C
7/5/1975,7,1975,Boeing 707-373C,AP-AWV,PIA,0,Islamabad In...,C2,Pakistan,Boeing ,C
7/9/1975,7,1975,BN-2A-6 Islander,TU-TFW,Interivoire,0,,U1,Unknown country,Britten-Norman,C
7/10/1975,7,1975,Lockheed L-188AF Electra,HK-1976,Aerocondor de Colombia,2,Bogotá-Eldor...,A1,Colombia,Lockheed ,C
7/10/1975,7,1975,Douglas DC-6F,HK-756,Aerocosta Colombia,0,Bogotá-Eldor...,O1,Colombia,Douglas ,C
7/11/1975,7,1975,Grumman G-159 Gulfstream I,N71CR,Collins Radio,0,Dallas-Addis...,A1,USA,Grumman ,C
7/11/1975,7,1975,DH-114 Prinair Heron 2,N570PR,Prinair,0,San Juan-Isl...,A2,Puerto Rico,De Havilland,C
7/15/1975,7,1975,Yakovlev Yak-40,CCCP-87475,"Aeroflot, Armenia",40,near Batumi-Choro...,A1,Georgia,Yakovlev ,C
7/16/1975,7,1975,Antonov An-2R,SP-WKW,ZUA,1,near Kúty,C1,Slovakia,Antonov ,C
7/16/1975,7,1975,Douglas DC-4,HK-654,Aerotal Colombia,0,Arauca Airpo...,A1,Colombia,Douglas ,C
7/17/1975,7,1975,CSR-123 Otter (DHC-3),9413,RCAF,0,Duke of York...,A1,Canada,De Havilland Canada,M
7/18/1975,7,1975,Antonov An-2,YR-ANE,Aviatia Utilitara,0,Mircea Voda,A1,Romania,Antonov ,C
7/23/1975,7,1975,Antonov An-2R,CCCP-70235,"Aeroflot, Tajikistan",0,near Termez,A1,Uzbekistan,Antonov ,C
7/25/1975,7,1975,Douglas R4D-1 (DC-3),C-GLUC,St. Felicien Air Services,0,Lake Mistass...,A1,Canada,Douglas ,C
7/26/1975,7,1975,Lockheed C-130A Hercules,57-0454,USAF,6,"near Imlay City, MI",A1,USA,Lockheed ,M
7/26/1975,7,1975,Douglas C-47 (DC-3),FAC-654,Colombian AF,10,Sierra Nevad...,A1,Colombia,Douglas ,M
7/28/1975,7,1975,Lockheed L-1011 TriStar,,All Nippon,0,Tokyo-Haneda...,H2,Japan,Lockheed ,C
7/31/1975,7,1975,Douglas C-47A (DC-3),970,Chilean AF,7,near Colina,A1,Chile,Douglas ,M
7/31/1975,7,1975,Vickers 837 Viscount,B-2029,FEAT,27,Taipei-Songs...,A1,Taiwan,Vickers ,C
8/3/1975,8,1975,Douglas C-47 (DC-3),412,Nicaraguan AF,21,near Punta Amapala,A1,El Salvador,Douglas ,M
8/3/1975,8,1975,Boeing 707-321C,JY-AEE,Alia,188,near Amskroud,A1,Morocco,Boeing ,C
8/3/1975,8,1975,Convair CV-240-23,N77WA,private,0,Belize City,A1,Belize,Convair ,C
8/7/1975,8,1975,Boeing 727-224,N88777,Continental Air Lines,0,Denver-Stapl...,A1,USA,Boeing ,C
8/7/1975,8,1975,BN-2A-7 Islander,9Q-CYB,AMAZ,0,Kasangulu,A1,D.R. Congo,Britten-Norman,C
8/8/1975,8,1975,BN-2A Islander,HP-677,Servicios Aéreos SA,0,Porvenir Island,O1,Panama,Britten-Norman,C
8/8/1975,8,1975,Curtiss C-46F,N4873V,Rich,0,near Aguadilla-Bo...,A1,Puerto Rico,Curtiss ,C
8/9/1975,8,1975,Ilyushin Il-14M,CCCP-52056,"Aeroflot, Leningrad",11,near Bagdarin,A1,Russia,Ilyushin ,C
8/9/1975,8,1975,Consolidated PB4Y-2 Privateer,N6813D,Hawkins & Powers,0,Port Hardy A...,A1,Canada,Consolidated ,C
8/14/1975,8,1975,Nord 262A-32,F-BPNV,DGAC/SFACT,0,St. Yan,A1,France,Nord ,C
8/14/1975,8,1975,BN-2A Islander,P2-ATX,Aerial Tours,0,Naoro Airpor...,A1,P.N. Guinea,Britten-Norman,C
8/15/1975,8,1975,Yakovlev Yak-40,CCCP-87323,"Aeroflot, Azerbaijan",23,near Krasnovodsk ...,A1,Turkmenistan,Yakovlev ,C
8/16/1975,8,1975,Douglas C-47A (DC-3),6O-SAC,Somali Airlines,0,Bossaso Airp...,A1,Somalia,Douglas ,C
8/18/1975,8,1975,Consolidated PBY-6A Catalina,N15KL,Confederate Air Force,3,"Harlingen, TX",A1,USA,Consolidated ,M
8/20/1975,8,1975,Ilyushin Il-62,OK-DBF,CSA,126,near Damascus Int...,A1,Syria,Ilyushin ,C
8/22/1975,8,1975,Douglas C-49J-DO,HK-1517E,TANA,0,Ipiales Airp...,A1,Colombia,Douglas ,C
8/23/1975,8,1975,Antonov An-2R,SP-WOE,ZUA,0,Jackowo,A1,Poland,Antonov ,C
8/27/1975,8,1975,Douglas C-47B (DC-3),5Y-AAF,East African Airways,0,Mtwara Airpo...,A1,Tanzania,Douglas ,C
8/28/1975,8,1975,Lockheed C-130E Hercules,TC-62,Argentine AF,4,Tucumán Airp...,C1,Argentina,Lockheed ,M
8/30/1975,8,1975,Antonov An-2R,CCCP-70506,"Aeroflot, Belarus",0,,A1,Unknown country,Antonov ,C
8/30/1975,8,1975,Tupolev Tu-104B,CCCP-42472,"Aeroflot, Ukraine",0,Novosibirsk-...,A1,Russia,Tupolev ,C
8/30/1975,8,1975,Curtiss C-46F,CP-714,Trans Aéreos Beni,0,Trinidad,A1,Bolivia,Curtiss ,C
8/30/1975,8,1975,Fairchild F-27B,N4904,Wien Air Alaska,10,near Gambell Airp...,A1,USA,Fairchild ,C
9/1/1975,9,1975,Tupolev Tu-134,DM-SCD,Interflug,27,Leipzig Airp...,A1,Germany,Tupolev ,C
9/4/1975,9,1975,DHC-3 Otter,N567AA,Auburn Adventist Academy,0,Auburn Munic...,A1,USA,De Havilland Canada,C
9/4/1975,9,1975,DHC-4A Caribou,A4-140,RAAF,0,Baucau Airpo...,H2,Timor,De Havilland Canada,M
9/9/1975,9,1975,DHC-6 Twin Otter,,Haiti Air Inter,0,Gonaives,H2,Haiti,De Havilland Canada,C
9/11/1975,9,1975,Douglas C-47A (DC-3),N144A,Stoney's Rainbow Lanes & Lounge,2,"Wakeman, OH",A1,USA,Douglas ,C
9/11/1975,9,1975,Douglas C-47 (DC-3),ET-ABX,Ethiopian Airlines,1,near Mota,A1,Ethiopia,Douglas ,C
9/13/1975,9,1975,Douglas EC-47A,2065,Brazilian AF,0,"near Itaparica, BA",A1,Brazil,Douglas ,M
9/15/1975,9,1975,Hawker Siddeley HS-121 Trident 1E,G-AVYD,British Airways,0,Bilbao Airpo...,A1,Spain,Hawker ,C
9/15/1975,9,1975,Boeing 727,,Continental Air Lines,1,San Jose Mun...,H2,USA,Boeing ,C
9/15/1975,9,1975,BN-2A-6 Islander,N122DW,Dorado Wings,0,San Juan-Isl...,A1,Puerto Rico,Britten-Norman,C
9/17/1975,9,1975,Douglas C-47A (DC-3),125,Chilean Navy,9,near Ritoque,A1,Chile,Douglas ,M
9/17/1975,9,1975,Convair CV-240-4,N8329C,Asiatic Int. Airways,0,near Singapore-Se...,A1,Singapore,Convair ,C
9/17/1975,9,1975,Douglas DC-3,7O-ABP,Alyemda,0,Beihan Airpo...,A1,Yemen,Douglas ,C
9/18/1975,9,1975,Antonov An-2V,CCCP-98302,"Aeroflot, Krasnoyarsk, op.for Soviet AF",3,near Turukhansk (...,A1,Russia,Antonov ,M
9/19/1975,9,1975,Antonov An-2,LZ-...,Unknown,2,within Bulgaria,A1,Bulgaria,Antonov ,C
9/20/1975,9,1975,DC-8-63CF,N6161A,Airlift Int.,0,New York-Joh...,A2,USA,Douglas Aircraft Company,C
9/22/1975,9,1975,Antonov An-2R,SP-WNZ,ZUA,0,Skopje Airpo...,A1,North Macedonia,Antonov ,C
9/24/1975,9,1975,Fokker F-28 Fellowship 1000,PK-GVC,Garuda,26,near Palembang Ai...,A1,Indonesia,Fokker ,C
9/25/1975,9,1975,Douglas C-47A (DC-3),CF-ECY,Laurentian Air Services,0,La Grande-LG...,A1,Canada,Douglas ,C
9/25/1975,9,1975,Douglas C-47A (DC-3),CF-AII,Ilford Riverton,3,Fort Severn ...,A1,Canada,Douglas ,C
9/26/1975,9,1975,Convair C-131F (CV-340),141012,US Navy,4,near Santa Ana-El...,A1,USA,Convair ,M
9/26/1975,9,1975,Nord 2501D Noratlas,6422,Portuguese AF,11,near Tancos Air Base,A1,Portugal,Nord ,M
9/27/1975,9,1975,Canadair CC-106 Yukon (CL-44),LV-JSY,AER,6,Miami Intern...,A1,USA,Canadair ,C
9/27/1975,9,1975,Shorts SC.7 Skyvan,,Olympic Airways,0,Mikonos,H2,Greece,Short ,C
9/30/1975,9,1975,DHC-6 Twin Otter 200,CF-MHU,Northern Thunderbird Air,7,Klua Tan Tan...,A1,Canada,De Havilland Canada,C
9/30/1975,9,1975,Tupolev Tu-154A,HA-LCI,Malev,60,near Beirut Inter...,A1,Lebanon,Tupolev ,C
9/30/1975,9,1975,Boeing 727-24C,HK-1272,Avianca,4,Barranquilla...,A1,Colombia,Boeing ,C
10/5/1975,10,1975,Boeing 737-287C,LV-JNE,Aerolineas Argentinas,0,Rafaela Aero...,H2,Argentina,Boeing ,C
10/6/1975,10,1975,Yakovlev Yak-40,CCCP-87328,"Aeroflot, Uralsk",0,near Kirov Airpor...,A1,Russia,Yakovlev ,C
10/7/1975,10,1975,BAC One-Eleven,,Philippine Air Lines,0,Manila,H2,Philippines,BAC ,C
10/7/1975,10,1975,BN-2A-3 Islander,PK-OAV,Dirgantara Air Services,0,Sawu Island,A1,Indonesia,Britten-Norman,C
10/10/1975,10,1975,Antonov An-8,CCCP-69316,MAP Zhukovski,6,Sverdlovsk-K...,A1,Russia,Antonov ,C
10/15/1975,10,1975,Grumman TC-4C (G-159 Gulfstream I),155723,USMC,9,Cherry Point...,A1,USA,Grumman ,C
10/17/1975,10,1975,BN-2A-26 Islander,EI-BBA,Aer Arann,0,Inishmore Ai...,A1,Ireland,Britten-Norman,C
10/19/1975,10,1975,Curtiss C-46A,CP-992,Aerovias Las Minas,3,Trinidad,A1,Bolivia,Curtiss ,C
10/22/1975,10,1975,Yakovlev Yak-40,CCCP-87458,"Aeroflot, Latvia",11,near Novgorod Air...,A1,Russia,Yakovlev ,C
10/23/1975,10,1975,DH-114 Riley Heron 2E/A1,VH-CLS,Connair,11,near Cairns Airpo...,A1,Australia,De Havilland,C
10/26/1975,10,1975,GAF Nomad N.22,VH-AUI,GAF,0,Mazatlan Air...,O1,Mexico,GAF ,M
10/27/1975,10,1975,Convair CV-440-12,TAM-44,TAM,67,Cerro Colorado,A1,Bolivia,Convair ,C
10/30/1975,10,1975,DC-9-32,YU-AJO,Inex-Adria Aviopromet,75,near Praha-Ruzyne...,A1,Czech Rep.,Douglas Aircraft Company,C
11/3/1975,11,1975,Douglas C-47A (DC-3),C-FOOY,Kenting Atlas Aviation,0,near Frobisher Ba...,A1,Canada,Douglas ,C
11/5/1975,11,1975,Douglas C-47B (DC-3),T.3-30,Spanish AF,0,,U1,Unknown country,Douglas ,M
11/5/1975,11,1975,Douglas C-47A (DC-3),T.3-31,Spanish AF,0,,U1,Unknown country,Douglas ,M
11/5/1975,11,1975,Douglas C-47B (DC-3),T.3-35,Spanish AF,0,,U1,Unknown country,Douglas ,M
11/12/1975,11,1975,Boeing 727-225,N8838E,Eastern Air Lines,0,Raleigh/Durh...,A2,USA,Boeing ,C
11/12/1975,11,1975,DC-10-30CF,N1032F,ONA,0,New York-Joh...,A1,USA,Douglas Aircraft Company,C
11/13/1975,11,1975,Antonov An-2R,CCCP-49280,"Aeroflot, East Siberia",0,near Nizhneangarsk,A1,Russia,Antonov ,C
11/15/1975,11,1975,Fokker F-28 Fellowship 1000,LV-LOB,Aerolineas Argentinas,0,near Concordia Ai...,A1,Argentina,Fokker ,C
11/15/1975,11,1975,Douglas C-47 (DC-3),C-FCSC,"Nordair, lsf Air Brazeau",0,La Grande Ai...,O1,Canada,Douglas ,C
11/17/1975,11,1975,Antonov An-24RV,CCCP-46467,"Aeroflot, North Kavkaz",38,near Gali,A1,Georgia,Antonov ,C
11/18/1975,11,1975,Douglas C-47 (DC-3),TG-AGA,Aviateca,15,near El Caoba,A1,Guatemala,Douglas ,C
11/20/1975,11,1975,Antonov An-24B,CCCP-46349,"Aeroflot, Belarus",19,near Kharkov Airp...,A1,Ukraine,Antonov ,C
11/20/1975,11,1975,Hawker Siddeley HS-125-600B,G-BCUX,Hawker Siddeley,6,Dunsfold Air...,A1,U.K.,Hawker ,C
11/22/1975,11,1975,Antonov An-24V,LZ-ANA,Balkan Bulgarian,3,Sofia-Vrazhd...,A1,Bulgaria,Antonov ,C
11/25/1975,11,1975,Lockheed C-130H Hercules,4X-FBC/203,Israeli AF,20,near El Arish,A1,Egypt,Lockheed ,M
11/29/1975,11,1975,Douglas C-47A (DC-3),CF-OOX,Kenting Atlas Aviation,0,Igloolik Air...,U1,Canada,Douglas ,C
12/3/1975,12,1975,Boeing 747-123F (SCD),OD-AGC,TMA,0,Athens-Ellin...,A2,Greece,Boeing ,C
12/3/1975,12,1975,BN-2A-8 Islander,VH-ISG,Pacific Resorts,0,Du Motu,A1,Tonga,Britten-Norman,C
12/7/1975,12,1975,Boeing KC-135A,60-0354,USAF,4,near Fairbanks-Ei...,A1,USA,Boeing ,M
12/10/1975,12,1975,Antonov An-2R,CCCP-23691,"Aeroflot, North Kavkaz",0,near Serafimovich,A1,Russia,Antonov ,C
12/15/1975,12,1975,Antonov An-12B,CCCP-11005,"Aeroflot, Yakutsk",0,Fergana Airp...,A1,Uzbekistan,Antonov ,C
12/16/1975,12,1975,Boeing 747-246B,JA8122,JAL,0,Anchorage In...,A2,USA,Boeing ,C
12/20/1975,12,1975,Douglas C-117D (DC-3),39096,US Navy,0,Reykjavík-Na...,A1,Iceland,Douglas ,M
12/21/1975,12,1975,CT-39E Sabreliner,157352,US Navy,2,"near Ukiah, CA",A1,USA,Sabreliner,M
12/21/1975,12,1975,BN-2A-21 Islander,RP-C2136,Philippine Aerotransport,9,Tacloban (TAC),A1,Philippines,Britten-Norman,C
12/22/1975,12,1975,Boeing 707-331B,N18701,TWA,0,Milano-Malpe...,A1,Italy,Boeing ,C
12/28/1975,12,1975,Hawker Siddeley HS-121 Trident 1C,G-ARPC,British Airways,0,London-Heath...,O1,U.K.,Hawker ,C
12/29/1975,12,1975,Beech 99,C-GWYD,Bayview Air Services,2,near Slave Lake A...,A1,Canada,Beech ,C
??-DEC-1975,12,1975,Antonov An-12B,LZ-BAA,Balkan Bulgarian,0,Kufrah Airpo...,A1,Libya,Antonov ,C
??-???-1975,,1975,BN-2A-6 Islander,XU-BAE,Khmer Airlines,0,Phnom Penh-P...,C1,Cambodia,Britten-Norman,C
??-???-1975,,1975,Let L-410A,OK-DKD,Let,0,,O1,Unknown country,Let ,C
??-???-1975,,1975,DHC-4A Caribou,66-250,US Army,0,Meck Island,A1,Marshall Isl.,De Havilland Canada,M
??-???-1975,,1975,Antonov An-2R,CCCP-09233,"Aeroflot, Uralsk",0,,A1,Unknown country,Antonov ,C
??-???-1975,,1975,Antonov An-2R,SP-ANW,WSK Mielec,0,,O1,Poland,Antonov ,C
??-???-1975,,1975,Antonov An-2R,-,PZL-Mielec,0,Mielec,O1,Poland,Antonov ,C
??-???-1975,,1975,Dornier Do 28D-1 Skyservant,HC-AVT,Unknown,0,Quito,U1,Ecuador,Dornier ,C
??-???-1975,,1975,Lockheed P-2H Neptune,N14448,Black Hills Aviation,0,"Wenatchee, WA",A1,USA,Lockheed ,C
??-???-1975,,1975,Nord 2501D Noratlas,6418,Portuguese AF,0,unknown,U1,Portugal,Nord ,M
1/1/1976,1,1976,DC-10-30,LN-RKA,SAS,0,København-Ka...,A2,Denmark,Douglas Aircraft Company,C
1/1/1976,1,1976,Boeing 720-023B,OD-AFT,MEA,81,near Al Qaysumah,C1,Saudi Arabia,Boeing ,C
1/2/1976,1,1976,DC-10-30CF,N1031F,"ONA, op.for Saudi Arabian",0,Istanbul-Yes...,A1,Turkey,Douglas Aircraft Company,C
1/3/1976,1,1976,Learjet 24A,N651LJ,Winship Air Services,6,near Anchorage In...,A1,USA,Learjet ,C
1/3/1976,1,1976,Tupolev Tu-124V,CCCP-45037,"Aeroflot, North Kavkaz",62,near Moskva-Vnuko...,A1,Russia,Tupolev ,C
1/5/1976,1,1976,DC-8-61,JA8043,JAL,0,Manila Airpo...,H2,Philippines,Douglas Aircraft Company,C
1/6/1976,1,1976,BN-2A-3 Islander,5Y-AUA,Caspair,0,Kimba Ngoron...,A2,Tanzania,Britten-Norman,C
1/7/1976,1,1976,Vickers 806 Viscount,PK-RVK,Mandala Airlines,0,Manado-Samra...,A1,Indonesia,Vickers ,C
1/8/1976,1,1976,BN-2A-21 Islander,RP-C2135,Philippine Aerotransport,7,Mactan Island,A1,Philippines,Britten-Norman,C
