date,Month,Year,type,registration,operator,Fatalities,location,cat,Country,Manufacturer,Military / Commercial
6/8/1974,6,1974,Vickers 785D Viscount,HK-1058,Aerolíneas TAO,44,near Cúcuta-Camil...,A1,Colombia,Vickers ,C
6/12/1974,6,1974,Tupolev Tu-134A,YU-AJD,Aviogenex,0,Brussel-Zave...,A2,Belgium,Tupolev ,C
6/12/1974,6,1974,Lockheed PV-2 Harpoon,N7263C,Master Equipment Co.,2,"near Winslow, AZ",A1,USA,Lockheed ,C
6/21/1974,6,1974,Boeing 727-46,G-BAEF,Dan-Air Services,0,London-Luton...,A2,U.K.,Boeing ,C
6/22/1974,6,1974,SE-210 Caravelle VI-R,PH-TRH,Transavia Holland,0,Amsterdam-Sc...,A1,Netherlands,Sud Aviation,C
6/24/1974,6,1974,Grumman G-1159 Gulfstream II,N720Q,IBM,3,"near Kline, SC",A1,USA,Grumman ,C
6/24/1974,6,1974,Ilyushin Il-18E,CCCP-75405,"Aeroflot, Uzbekistan",1,near Tashkent-Yuz...,A1,Uzbekistan,Ilyushin ,C
6/27/1974,6,1974,Consolidated P4Y-2B Privateer,N7237C,SS&T Aerial Contractors,2,"near Safford, AZ",A1,USA,Consolidated ,C
6/27/1974,6,1974,Boeing S.307B-1 Stratoliner,XW-TFR,Cambodia Air Commercial,19,near Battambang A...,A1,Cambodia,Boeing ,C
6/27/1974,6,1974,Fairchild C-119G Flying Boxcar,2307,Brazilian AF,2,Rio de Janei...,A1,Brazil,Fairchild ,M
6/29/1974,6,1974,Antonov An-2M,CCCP-02383,"Aeroflot, Moscow SPiMVL",1,near Demidovo,A1,Russia,Antonov ,C
7/3/1974,7,1974,Douglas DC-3,XW-PKT,Lane Xang Airlines,0,Kompong Som ...,U1,Cambodia,Douglas ,C
7/4/1974,7,1974,Antonov An-2,CCCP-92836,"Aeroflot, Komi",2,near Usinsk Airport,A1,Russia,Antonov ,C
7/6/1974,7,1974,Antonov An-24T,,Soviet AF,5,"near Sinitsyno, A...",A1,Russia,Antonov ,M
7/8/1974,7,1974,A.W. AW-650 Argosy 101,N894U,Duncan Aviation,0,near Point Hope A...,A1,USA,A.W. ,C
7/8/1974,7,1974,DC-10-10,N60NA,National Airlines,0,"near Tampa, FL",A2,USA,Douglas Aircraft Company,C
7/10/1974,7,1974,DHC-6 Twin Otter 300,FAP-303,Peruvian AF,0,,U1,Unknown country,De Havilland Canada,M
7/10/1974,7,1974,Tupolev Tu-154,SU-AXB,EgyptAir,6,near Cairo,A1,Egypt,Tupolev ,C
7/15/1974,7,1974,Douglas C-54A (DC-4),B-1811,"China Airlines, lst Air Cambodge",0,Battambang A...,U1,Cambodia,Douglas ,C
